text,label
"The story ended with the author saying, ""when they come back, saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again."" The author concludes the story with this paragraph because Saeng is upset about spending NUM1 on a plant that she had felt was different than the plant at home. She is stating that she is not going to take the test of buying one again until the geese return and the Hibiscus budds.",0
"From birth to young adulthood, kids are raised by their guardians or parents. It is the parent's responsibility to convey to their children good morals, life skills, and to teach them how to cope and thrive in society. CAPS24 parenting children requires being firm and strictly reinforcing rules. The result of this however, is the child leaves their parents prepared to live their adult lives outside the home.It is safe to say that although I am a still a teenager, I have learned quite a lot about raising kids. My knowledge mostly being based off of stories passed down to me by my parents and grandparents about their life lessons. Being ""in on"" these small, yet significant bits of history is quite enjoyable for me. I'd have to say that although many of the facts about the ""good old days"" are great, it is the almost tangible memories which my family connects with laughter that are the most significant to me. My CAPS1 grew up in the DATE1's living in a small yet average sized house with her CAPS1, CAPS3, and four brothers and sisters. The main subject which is the focus of the stories my CAPS1 retells about her childhood come from memories made at the dinner table. It was her CAPS5's (my CAPS6's) goal, for his children to learn proper manners and standard etiquette. It was expected of the PERSON3 children to practice this by being calm, courteous, and mindful of their physical actions when gathered around the table for dinner. For an average, fun, causal, and not so dignified CAPS7 family, that was a lot to ask. Throughout their childhood my CAPS1 and her siblings tried their very best to behave and do as they were told at the dinner table. The only common occurrence that was particularly displeasing to my CAPS6 was when someone spilled their milk. This fateful event happened almost every night. When milk was spilled it was either the cause of a child engaging in funny business, or it was a result of reaching to far to retrieve the butter dish. Whatever the reason, it was somehow hysterically funny when this occurred. The only catch was, that laughing at the table was frowned upon for it seemed to break the formal mood the family strove for during the evening meal. Laughing and spilling milk were two actions not encouraged at the dinner table. Spilling milk did not continue to happen as often as the children grew up, but that is not to say that is discontinued it's presence at the dinner table completely. One night it was not my CAPS1 nor any of her siblings that spilled their milk. Instead, it was my CAPS6. When the initial incident occurred, the whole family was in a state of shock. In effort to clean up the mess everyone donated their napkin, while their CAPS3 maintained a controlled but disgruntled demeanor. When all was cleaned up, the family went on with their meal and on my CAPS6's face was a subtle yet unmistakable grin. Years later my CAPS1 (PERSON4), PERSON1, CAPS15 CAPS16, PERSON2, and PERSON2 CAPS17 grew up, got married, and some even began families of their own. Most of my CAPS1's family lives in LOCATION2 so they enjoyed coming up to visit their CAPS1 and CAPS3 (my CAPS21 and CAPS6) at the holidays or whenever they were able. During these times when the entire family is able to gather here in LOCATION1, there is hardly ever a somber or serious moment at the dinner table. As my CAPS3 would say, ""CAPS24 we laugh so hard that tears run down our legs.""  I attribute to the fun we have together to this bond of love that connects us all, and I feel it would not be as prominent without the element of laughter. I feel that my CAPS6 (who is now in heaven with CAPS21), accomplished the goal of preparing his children for life. Now that they are all grown up, they can let loose, enjoy each others company, and feel free to bust out in laughter even if there is a risk of someone spilling their milk.",0
"Everyone has an opinion. Don't you agree? That's what makes us different, this is why some of us would rather watch CAPS1 compared to CAPS2, or why some want to listen to pop instead of country. A library is a place that brings all sorts of people together. It's a place of interest and information, a place for research and enjoyment. So here is my question: 'Do we really want to remove certain materials from library shelves just because some people find them offensive.'?I don't believe so, as the quote says by the author, Katherine Paterson, 'And then we have no books left on the shelf for any of us.' I agree with that statement! Think about this, if we allowed people to get rid of the library books they just don't like, if everyone had that right. We would have no more books, no materials left to study or pleasure read.I have to admit I've seen things that I don't necessarily agree with, but other people might. You can't just have a library all to yourself. Something for just your interests and nobody elses. That's not what a library is for, millions of people use libraries for different purposes. So no I really don't think we should remove items from the shelves. Only pick up what you find interresting and leave it at that. We all have rights just like we all have likes, dislikes, and minds of our own.Opinions define us, choices shape us, but libraries do so much more, they advance our knowledge, make our dreams a reality, and sometimes even broaden our horizons. We need books, music, movies, and even magazines, but we need them all together. That's my position on this topic, I hope this helped form yours.",0
This was one day when I had to do something that I didnt want to do and if I didnt do it I couldnt go no were or go to the movies. When I was at my aunt house an I had to clean up her house an I didnt want to do it so she had told me that her house should be clean when she come back home an I was the only one there. When I went to CAPS1 point everybody went on this scary high in the sky ride an you have  to take your shoes of than we got something to eat. The next day when everybody wolk up we heat from the hotel and went home an ate breakfast an than I didnt wont to ride my uncle four wheeler down the hill but he had started it up an push it but I had on knee pads and elbow pads and gloves. When I got to my grandma house. I didnt know that every body was help but I dint want to but my mum made me help so nobody went outside to play football it was a good game cause I look out the window the whole game I didnt patient cause I wasnt in it. Wow a was watching the football game out the window the other childs run out the door an I was not done with the wall,0
I read Do Not Exceed Posted Speed Limit written by Joe Kurmaskie in the story the features of the setting affect the cyclist by accepting advice from old timers who havent left the confines of their porches CAPS1 was in office,0
"That is the time I was to be patient.  Hope you enjoyed I am not a very patient person very rarely have I been patient. But, there is sometimes I was. I still remember three years ago when I was in NUM1 grade my whole day was full of patience. That day I was getting picked up early. I was getting picked up early from school because that night I was going to the ORGANIZATION2 and ORGANIZATION1. When I woke up I was so excited! I had been waiting for that day for a whole four months! I was so happy it was finally the day; when I got to school I had to tell everyone the news. My friend went a few days before and said it was a good ORGANIZATION1. When it was getting close to the end of the day the speaker in my classroom went CAPS1 then the lady and I had ?????????? for an early ?? mission I had been waiting for the moment! After I got picked up we went and picked my cousins up from school too! Then we went to there house got ready and we were off to a day we had all been waiting for.",0
"The features of the setting affects the cyclist in many ways. The bumpy roads. Sand in the eyes, thirst hit him too hot and humid tempures. Maybe he got tired of pedaling had to walk. A wild dog chased him went he got in town. Had no money to buy a drink",0
"In this passage the mood to me is like relaxing and a soothing gratefulness towards his parents. The tone of his voice is not angry, not happy happy but soothing. Obviously Narciso loves his family and loves LOCATION1. By the tone of the narrators voice shows that. Coming to CAPS1 was a great change as he said because you leave behind so many friends, family and the presence of the culture. Family to Narciso is his relatives but culture as well. As you can see the tone of the narrators voice really makes the story interesting.",0
"The features of the setting had an affect on the cyclist. I know this because in the story the cyclist said that he was going to drop from heat exsostion, he is riding through the desert in DATE1, and he took directions from three old gentlemen sitting on a porch.",0
The features of the setting affect the cyclist in a couple different ways. When the cyclist found the gohst town since no one was there he could not ask someone for better directions or get some food or water. The short rolling hills make it harder to pedal because it is hard to pedal uphill. At the end of the story he found a bait shop where he got water and better direction's.,0
To me the mood of the author is happy. Thinks he's happy because in the article it talks about how he grow up and where he lived through his entire life. Also it talks about when Narciso Rodriguez arrived in the United States which was in 1956. Plus it talks about how he helped the poor people in his own country before he moved to the US. Narciso Rodriguez did alot of stuff to help his country survive before he left.,0
"CAPS1 has come to my attention that some people have been concerned about using computers too much. Well, I disagree with this statement. I think the computer teaches you hand-eye coordination. The computer also lets you up a leave more a foriegn people and paces. Lastly, computers helps you communicate with others. As recently stated, I think computers are useful because they help with your hand-eye coordination. For example, when you write papers for school or a document for work, you're using the coordination. You didn't even notice how once hang of typing, you tend to move faster. This machine is a beautiful invention please don't take CAPS1 away!. The computer is also to everyday life and is very useful for learning new things about far away places and people. Another thing that you dont realizes when using a computer is that the you do from someone in your but from long distance places. How would you get that information without spending a ton on airfare or gas? The computer is the quickest way to find out information! Finally, the computer is an important resource because you can chat with your friends. A CAPS2 researcher showed that computers You can chat CAPS3, I think computers has affects on all! They teach hand-eye coordination, they teach you about far away places computer lets you chat online with your friends! I CAPS4 you see the computer the way I do.",0
"The mood in ""Narciso Rodriguez"" from Home: The CAPS1 prints of Our Lives is grateful. This is shown by how Narciso explains in detail the major chronologically ordered events his life. Narciso also includs little sentences in parentheses explaining what he had just said or telling how grateful he was for it. This happens for example when Narciso states: ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful)."" This shows how he is greatful his parents taught him how to cook, which he still does today. Narciso also shows his gratefullness by making it abundantly clear how gratefull he was to have parents that taught and did so much for him. In this memoir, Narciso Rodriguez created gratefullness as the overall mood in his piece. the did this by showing how thankful he was to have parents who taught and did so much for him.",0
"Inappropriate magazines in the reach of children?!? 'CAPS1 just not right', says reporter PERSON1, 'I think that magazines, books, and other profanities should be out of the reach of children and only discussed when chosen by an adult'. Libraries in the present day need to overseer children when they are looking in the library. If children see something that they want with no guardian then they shouldn't get it, its just that simple.     Although the books can seem inappropriate to some people they should not be taken off the shelves because older books help children learn about what happened in the earlier days, it teaches them some of the ways that we use now, and it shows real stories about people in modern day. For example some of the books about ORGANIZATION1 connect some people as being to abrassive and mocking, but it just shows what happened long before there were laws for racism. The books about NUM1 also come provacative to some people because they lost someone close during the bombing, the books teach the kids that not everyone is nice and cruel things happen to some good people.Books about peoples life are also in libraries talking about what happened to them as they were kids or how their parents died of cancer, the books teach the children that outcomes can turn out for the good or the bad.     Some entertainment is not intended for kids to see, for example, pornography and provacative language. Pornography is thought to be an entertainment for adults, but many times it is just something that can scare kids at young ages if they do not know what is really happening. Also, provacative language in a book or on a cd is not something that kids should be listening to. However, they need to learn that if they hear those words they need to know not to say them so they don't get into trouble by their parents.     Books of history are thought to be helpful when children are growing up. Most of the time that is correct, about PERCENT1 of the children take in the information and use it to help them. However, there is PERCENT2 of children out there that will just think of the information that they are being told as good things. ORGANIZATION2 didn't just wake up one day and say im going to bomb the CAPS2 CAPS3 CAPS4. His devious plans and clever mastermining took alot of time to plan out.     People MONTH1 object to children learning some things about history, but i think it is needed for every child to understand. Everyone needs to know about the ups and downs about their country and the others surrounding them. Children MONTH1 not understand right now what is wrong with the economy, but they will soon learn when they are adults why people complain so much. Books about this stuff MONTH1 come offensive to some people, but down the road books are used for many things, we still learn about people from hundreds of years ago.     Children will soon learn of the harsh conditions and the reason why things happen. Without the books and the videos the future will never know what happened. Many young people MONTH1 change words in books, but the books will always still have what really happened. CAPS1 why i think that the libraries should keep the books on the shelves, just out of reach of the children",0
"The author creates a gratefull mood in the memoir. For example in paragraph NUM1 the NUM2 sentence the author states ""Growing up in this environment instilled in me a great sense that ""family"" had nothing to do with being a blood relative."" This CAPS1 that the author is gratefull enough to have parents even though they are not his biological blood related parents. In paragraph NUM3 In the first NUM4 sentences the author is talking about how his parents came to this country with carage and without speaking the language or knowing the culture. He also mentioned in those sentences how to give their children a better life meant leaving behind families, friends and careers in their original country. This CAPS1 that the author is also generous because he realizes the love and sacrafice it takes to do this. Also, In paragraph NUM5 sentence NUM4 he says that he has told his parants that what they did was brave because he would have never been able to do what they did. It really displays how grateful the author is, and how much he admires his parents.",0
"Did you know that patients are one of the key to happiness. For an example I was walking and CAPS1 this guy walked up. To and started talking to me about his family (just remember I wasnt very patient at the time.) CAPS1 he kept going on and on until I snaped and said do you know to shut up! badly he said yes CAPS1 ran home., crying. CAPS1 I went home and when I got home I felt sad for the guy, CAPS1 said sorry.! And for some reason he said got you I said what I was so mad but I was happy when it was over. But that taught me a lesson though, always be patient because you don`t know who watching, literally.",0
"For shadowing, future reference, continus behavoir-all are reasons why that is the last paragraph. Well they are for shadowing because they are telling you something that she says she is going to do in the future. She is telling you what she plants to do in the future so she refrencing from what she plans to do in the future she is keeping the behavior from before up so she says she will something again next year so that is why I said continus behavior. She said when they come back,Saeng vowed silently to herself in the spring, when the shows melt and the geese return and this  hibiscus is buddin, then I will take that test again. So For shadowing, future, reference, continus behaviors are very good reasons why I thing that what she says is good and those three things best describe what she said and what she said that snow as going to do next year.",0
"Censorship is method of limiting certain contant that has been deemed inapropriate. This method is widely used today in the modern world. Censorship is used most commonly with our movies, video games, and television. If other forms of entertainent like television and internet utilize such methods shouldn't our libraries.Also if these methods are not made manditory should there be a block on certain tittles that our children could get there hands on.       This limiting agent called censorship can be very usefull in our everyday lives. Censorship could allow us to keep track of what our children and teens view. This agent can currently be installed on such products as our televisions, computers, and phones. So if the procautionary measuers are being taken on the following products wouldn't it be appropriate for the actions to also be in our libraries. Shouldn't our libraries be a place for children to waunder through the shelves picking up and reading books at random without the thought of picking up an inaproiate book for their age group. Personally that is what a library should be like to me.         Discussing the topic that was touched on before .A block should be manditory for libraries. This block would not abolish the books completly but rather would limit their viewing audience. The books should be cateragized by age group. And with the block certain children, based on age ,would not be able to enter the section and would prevent certain materals from reaching children that are not mature enough.     Certain materials should not be view by younger children. That is not only a statement based on opinion but also of fact. The factual experiance comes into play when young children are reading and looking at pictures that were intended for maturer audiences. These tittles heavily influence a childs thoughts and actions. Just the other day a cousin of mine no older than NUM1 years old was watching two individuals of the opposite sex and began asking questions such as: when are they going to kiss? or why is he not touching her? These questions do not come naturally but only through her viewing of material that she was not ready to view. The origin of these question will probably never be known but there are ways to prevent such topics from being brought up and that is censoring what children read, view or listen to in our libraries",0
"When the cycleist mentions how hot and dry and open the terrain is, it makes me feel like he is in the desert. I also know that its hot because he is swreating and dehydrated.",0
"In The ""Mooring Mast"" by ORGANIZATION1 many problems with the mast of the Empire State building are explained. One of the many problems was that the large deregible tied to the building mast would add stress to the building which could cause the building to collapse. But this problem was fixed by strengthening the building's foundation. A second problem with docking a dirigible at the Empire State building was the highly flammable gases the dirigible used to become lighter than air. If the dirigible were to catch fire its metal frame could fall to the ground endangering citizens below. The last danger would be that while the dirigible was docked strong air currents coming off of the building could cause the dirigible's tail to spin around on the mast. One way to fix this would be to Place lead weights on the back of the ship. But if one of these weights fell off of the dirigible it could potentially harm pedestrians below. Because of these problems the mast could never be used.",0
"The contents of the books in libraries vary in many way. Some are children's books, some are adult books, and some are in between. Libraries have books that spark interest in a reader. Not all books are made for a particular age group or gender. Which that should not mean that a library should be picked apart because of the contents of the novel,magazines,music,or movies. A library is suppose to be for anyone that enjoys to read a variety of materials, not just a select few because some people don't like the text or the meanings behind that book , song, or movie.     In the library, in our little town, splits up the variations of the reading materials,music,and movies. There is a children's section, that has all the books we all grew up with, in half the building. Also an audult section for larger novels topics that teens and younger children would have no interest in or their parents would want them reading. Another great thing is that they have books for people in between, like myself, with teen books that spark our interest.      With the ideas that people are writing about today we can not possible control what comes to their mind. Some of the greatest books that are out are probably have the deepest meanings that some audiences don't prefere to listen to. But that is what is so great is that people have the liberty to go and find a book, or a magazine, or even CAPS1 that they like.When freedom of what you read is taken away reader will stop reading. Doesn't the admisistrations of schools want kids to read to get their test scores up? If you take away what they like to read doesn't that mean they will stop reading? Also doesn't that mean the test scores will go down?     In my experience of topics that I have read about have been more grown up than my mother would like,but the fact of it is, is that people will read what they want. People don't like to be told no in my personal experience. Taking away topics that are well liked even with words or contents of what they are reading is not fair to the readers. I believe that they should not censor books, music, movies, magazines, etc. because that would mean the libraries would be gone",0
"The features of the setting inhance the cyclists desparate spirit. Throughout the whole journey the cyclist is by himself and there are no people, cars, or buildings around. This made him much more desparate because if he would fall of dehydration there would be no one to help him and he would just die. Also, he came upon things such as Welchs Grape Juice factory and bottling plant which got his hopes up, but would soon crush his spirits. These events made him much more desparate because he had no support from anywhere and nothing to fall back on in a life or death situation.",0
"There are many obstacles that the builders faced in order to allow dirigibles to dock atop the Empire State Building. One obstacle was safety. Foreign countries used highly flammable gases to fill their dirigibles with. According to the passage ""when the German dirigible Hindenburg was destroyed by fire in Lakehurst, New Jersey on May 6, 1937, the owners of the Empire state building realized how much worse that accident could have been if it had taken place above a densely populated area such as downtown New York."" Another obstacle was whether. The winds on top of the building were always shifting because of the violent air currents. For example, U.S. Navy dirigible, Los Angeles couldn't tie up to the mast because of the wind, which might have resulted in a puncture in the shell of the dirigible. One more obstacle was the law banning airships from flying too low over urban areas. According to the passage ""This law would make it illegal to ever tie up to the building or even approach the area""... Because of the many obstacles that the builders faced, the Empire State building was unable to fulfill its original purpose, but is still considered a worldwide landmark today.",0
"ORGANIZATION1, Computers have great benefits to our society. Whether it is because it helps people get their work done. Or it allows people to communicate without telephone numbers. Maybe it's because it helps students study. With any of these reasons, computers are really benefiting our society. Have you ever had a paper assigned one day and due the next? If you think back what had helped you complete the paper? Most likley it was a computer. In a recent survey PERCENT1 of college students say that they would not be getting the good grades that the were getting if they didn't have a computer. But, computers don't just help students, they can also help adults in the working community. I know that I have made friends over the years that have moved away and that I have lost touch with. With a computer it is easier to find those people and start talking to them. With different types of programs, you could most likley find anyone. Whether it's CAPS1, CAPS2, CAPS3, or CAPS4. Nine out of ten adults said that they found a lof of their highschool friends thanks to the computers. Furthermore, computers are a way for students to study. Students could find search engines and reasearch a paper. Or they could play educational games. With a computer if a student forgot his or her homework they could most likley use a computer to find out what the work was. When I went to the middle school to survey, NUM1 out of NUM2 students said that they would check to see if it was on the computer before asking a friend. So as you can see computers have benifits to our society today. Three just happen to be that they help people get work done faster, they help keep you in touch with friends and they help students to study.",0
"the mood in the memoir can be exaessed in many different ways. The memoir is mostly eprssed with gratitude from Narciso to his parents. He describes in good detail all the sacrifices his parents made for him. Leaving behind all their friends and family, the hot climate, and their cultures back in Cuba. Another mood expressed in the memoir is love and kindness. Narciso's parents were kind to everyone. They turned their house into a hotel for people who needed help until they were ready to go. They had open dinner where friends and family members came. Even when they struggled financially they still let everyone in. Narciso's parents made the biggest sacrifice for him. What they did for him created the beautiful moods described in the memor.",0
"How many of you have ever heard any offensive language? Seen somthing that you think no other kid should see? Im going to guess a lot. Almost every person in the world has heard, said, or seen something that they shouldn't have. Most hear curse words before they can even walk. If you can't keep kids from hearing or seeing anything offensive then why would you try and edit what they read in libraries. After all it is a public place where anyone can go to read in peace.      Almost every person in the world has said or done something wrong, but they learn from it. It allows them to mature and grow up. Children learn new words all their life and are bound to come across some that shouldn't be said. Yet, most will and see what happends and learn from it. If you take out things like that in the books they read, then how will they learn?      The books that children read varys. The younger kids wont know what bad words are until they get older. The books that older kids read MONTH1 have words in it to display a seriouse part to the story, or a tragic monment in the characters life. Some MONTH1 even tell of what happens when the characters says a bad word and what happens to him if he says it.       Authers usally vary their vocabulay in the stories that they write. If they are writing about the DATE1's why would they try and clean up the grammer that was spoken from that time. Try and change what the reader might think about that time.      Leave the libraries' books on the shelves no matter what is in them. Kids always see and hear someing oddensive no matter how hard their parents try. Books use words to display important parts of a story and our history. Books need to stay put in the libraries that they are in",0
The author concludes the story with this paragraph is because she wants that same envioronment and everything she wanted before when she took the test,0
"CAPS1 paper CAPS2 The computers we have do benefits our society, because it makes people smarter, it's a way to talk to people who live far from where you live, and it's a great way to do homework if you still in school. Having a computer is a great way to get you smarter.You could go on diffrent websites to help you learn what your stuck on in school. I remember the time I was having trouble in math, so my teacher gave me this website called a ORGANIZATION1. It goes over on waht you need help on, and you get a live tutor. The computer could teach babies how to talk. It taught my cousin how to talk and he's NUM1 NUM12 years old. Isn't that amazing on that computers can do. Next I will talk about how computers are a great resource to talk to far away people you MONTH1 know. When you have computers you could talk to people that live across the LOCATION1 woudn't you want to talk to somebody long distance without paying extra money on your cell-phone? I remember one time I was talking to my dad cause I had no minuts on my phone and it went great talking to him on the computer. Having a computer is kind of like a bigger cellphone. You could talk to a family or a friend if you or they don't have a phone. Lastly, I will talk about how you could do homework. Having a computer you could do a lot of homework. Last time I was on my computer I had to find out about PERSON1 for math, so I typed his name and his biography came so I wrote about him. You could use it for all subjects especially language arts you could type up papers and look up diffrent things you had to do in class. Would you want to write a NUM3 page essay and makin your fingers cramp up just writing no. so you just go on the computer and type it up without cramping your fingers CAPS3 reconsider your opinion, cause computers can get you smarter, talk far away people and help you with homework.",0
"I strongly believe that computers effect us in a positive way. Computers are advancing and so are their uses, computers are great and they are not our thought process or went to run around outside and play sports. Computers help us find and talk to relatives and friends they allow us to learn different things about farien places. They also are great for research! First and foremost computers are effecting us positively expesally when it comes to finding and talking to family and friends. My mom was adopted and NUM1 years ago she really wanted to find her birth family, one year later her birth father found her on this website where you can locate family, she found her family and I now have two more CAPS1, PERSON1 and PERSON2, and a cousin PERSON4. I love them all very much. I would not have of been able to get to know them if it wasnt for the computer, speaking of communication, I was working like a dog on this big science prodject I had. we weren't able to do it in person and it CAPS3 impossible for one person to three way four people. So we emailed our ideas and thoughts and were able to get the project done. ""CAPS2 are never enough hours in the day!"" CAPS3 something that CAPS3 commonly said. Over PERCENT1 of adults complain that CAPS2 CAPS3 never enough time in day. That CAPS3 a statistic from ORGANIZATION1. The computer allows you to multi task so you can be on your business call and email your mother so she know that you didn't forget her birthday. In addition, computers help us understand other countries and learn about their culture and how they are doing. CAPS2 are many people who don't have tvs and they get their news from the internet. Also for projects, in NUM2 grade I had to learn about CAPS4, the country in LOCATION2. it would take countless hours to find research in books, you will find a lot of stuff you dont need, but on the computer it CAPS3 fast and easy. If you need to know something you can just type it in and, boom! You have it where as if you were usinf a book you would still be looking for what you need. Time CAPS3 something that we can't afford to waste expessaly in this economy. Furthermore, computers are great for all kinds of research and directions. People who think that people spend too much time on the computer, and exersizing are not always right. I don't know about you, PERSON3, but I am constantly looking up different exersizes to get a flat stomach. Most of my friends do it with me. I also look up directions, finding routs on maps are enfuriating and take for ever. Go on the computer the maps are always updated and you can get easy and fast directions! I don't know about you but I love things fast and easy. Going back to research, what about for solving crimes? Identifying people with finger prints fast so no one can get hurt. In conclusion computers effect us in possitive ways, more and are a great help to society, from locating people, to communication, and all the way to finding valuable and life changing information. I hope that you and I see eye to eye in this matter, advancing computers are our friends not the enemy.",0
